Id;Label;Rank
7532950;Cordyceps;GENUS
3451388;Cordyceps cylindrica;SPECIES
2560689;Cordyceps memorabilis;SPECIES
8418;Cordycipitaceae;FAMILY
3292006;Coriolaceae;FAMILY
8380259;Coriplites terricola;SPECIES
8461;Corticiaceae;FAMILY
1301;Corticiales;ORDER
7653070;Corticocolpoda kaneshiroae;SPECIES
2875967;Corylus;GENUS
103969122;Corynebacteriales;ORDER
4378507;Corythion;GENUS
4378507C1;Corythion dubium;SPECIES
7800309;Cosmocolpoda naschbergeri;SPECIES
3098951;Cosmos sulphureus;SPECIES
7718580;Cotburnia richtersi;SPECIES
8208682;Cothumia minutissima;SPECIES
8087877;Cothumiopsis valvata;SPECIES
5154;Coxiellaceae;FAMILY
2522039;Craterocolla;GENUS
7455377;Craterocolla cerasi;SPECIES
5403296;Crepis paludosa;SPECIES
9730635;Cristidiscoidea;CLASS
126035350;Crocinitomicaceae;FAMILY
3228479;Crocinitomix;GENUS
2121983;Crossodonthina;GENUS
2121983C1;Crossodonthina koreana;SPECIES
2942877;Crotalaria juncea;SPECIES
2566387;Cryphonectria;GENUS
2566393;Cryphonectria parasitica;SPECIES
8412;Cryphonectriaceae;FAMILY
3558064;Cryptococcaceae;FAMILY
2518146;Cryptococcus;GENUS
5467845;Cryptococcus amylolentus;SPECIES
2874568;Cucumis;GENUS
2874570;Cucumis melo;SPECIES
2874569;Cucumis sativus;SPECIES
7393329;Cucurbita moschata;SPECIES
2874508;Cucurbita pepo;SPECIES
6634;Cucurbitaceae;FAMILY
7224005;Cucurbitales;ORDER
4815;Cucurbitariaceae;FAMILY
8402004;Cultellothrix;GENUS
8246938;Cultellothrix coemeterii;SPECIES
8084084;Cultellothrix lionotiformis;SPECIES
8275;Cunninghamellaceae;FAMILY
103017807;Cupressales;ORDER
3220005;Cupriavidus;GENUS
4239;Curculionidae;FAMILY
3220112;Curvibacter;GENUS
9712534;Cutaneotrichosporon;GENUS
9811217;Cutaneotrichosporon daszewskae;SPECIES
68;Cyanobacteria;PHYLUM
8202377;Cyclidiidae;FAMILY
8091632;Cyclidium glaucoma;SPECIES
8358387;Cyclidium muscicola;SPECIES
8050749;Cyclidium terricola;SPECIES
1013523;Cylindroiulus;GENUS
1013578;Cylindroiulus caeruleocinctus;SPECIES
6109637;Cynodon dactylon;SPECIES
2562461;Cyphellophora;GENUS
7966900;Cyphellophora sessilis;SPECIES
7726465;Cyphellophoraceae;FAMILY
7918976;Cyrtobymena citrina;SPECIES
7759386;Cyrtobymena muscorum;SPECIES
7417909;Cyrtohymena australis;SPECIES
7893724;Cyrtohymena candens;SPECIES
7640810;Cyrtohymena primicirrata;SPECIES
7609928;Cyrtohymena quadrinucleata;SPECIES
7968774;Cyrtohymena tetracirrata;SPECIES
7520151;Cyrtolophosidida;ORDER
8236668;Cyrtolophosididae;FAMILY
7530738;Cyrtolophosis acuta;SPECIES
8047474;Cyrtolophosis colpidiformis;SPECIES
7961832;Cyrtolophosis elongata;SPECIES
7458832;Cyrtolophosis minor;SPECIES
8094171;Cyrtolophosis mucicola;SPECIES
3220549;Cystobacter;GENUS
4875;Cystobacteraceae;FAMILY
3269;Cystobasidiaceae;FAMILY
1139;Cystobasidiales;ORDER
152;Cystobasidiomycetes;CLASS
2555962;Cystobasidium;GENUS
7582;Cystofilobasidiaceae;FAMILY
1125;Cystofilobasidiales;ORDER
2518149;Cystofilobasidium;GENUS
3228397;Cytophaga;GENUS
3228931;Cytophaga hutchinsonii;SPECIES
3237749;Cytophagaceae;FAMILY
7571564;Cytophagales;ORDER
7929839;Cytophagia;CLASS
9049960;Dacrymyces;GENUS
7605;Dacrymycetaceae;FAMILY
1138;Dacrymycetales;ORDER
273;Dacrymycetes;CLASS
2705307;Dactylis;GENUS
2705308;Dactylis glomerata;SPECIES
3224595;Dactylosporangium;GENUS
3093023;Dahlia;GENUS
5387142;Dahlia pinnata;SPECIES
7376743;Dapedophrya flexilis;SPECIES
3034742;Daucus carota;SPECIES
5893341;Debaryomycetaceae;FAMILY
3220302;Dechloromonas;GENUS
104008351;Dechlorospirillum;GENUS
103043168;Dehalococcoidaceae;FAMILY
103043167;Dehalococcoidales;ORDER
6533843;Dehalococcoides;FAMILY
102599793;Dehalococcoidia;CLASS
3220129;Delftia;GENUS
3033687;Delphinium;GENUS
338;Deltaproteobacteria;CLASS
4901371;Demequina;GENUS
7794229;Demequinaceae;FAMILY
8416307;Dendrochytridium;GENUS
7607085;Dendrochytridium crassum;SPECIES
3220316;Denitratisoma;GENUS
1224;Dermaptera;ORDER
3219826;Derxia;GENUS
2652440;Desmodesmus;GENUS
447;Desmodorida;ORDER
3226460;Desulfitobacterium;GENUS
1382;Desulfobacterales;ORDER
8936;Desulfobulbaceae;FAMILY
3220678;Desulfotalea;GENUS
3220375;Desulfovibrio;GENUS
8939;Desulfovibrionaceae;FAMILY
654;Desulfovibrionales;ORDER
3220389;Desulfovirga;GENUS
8941;Desulfuromonadaceae;FAMILY
1383;Desulfuromonadales;ORDER
3220490;Desulfuromonas;GENUS
8107698;Deviata bacilliformis;SPECIES
3220926;Devosia;GENUS
7356672;Diadesmidaceae;FAMILY
3085411;Dianthus;GENUS
3085413;Dianthus armeria;SPECIES
3085420;Dianthus caryophyllus;SPECIES
8365726;Diaphanoeca;GENUS
6123596;Diaphanoeca spiralifurca;SPECIES
3220176;Diaphorobacter;GENUS
1289;Diaporthales;ORDER
220C1;Dicots;CLASS
4640898;Dicranocentrus;GENUS
7811155;Dicranocentrus wangi;SPECIES
8720376;Dictyosporiaceae;FAMILY
2592471;Dictyosporium;GENUS
7731136;Didinium nasutum;SPECIES
3281822;Didymellaceae;FAMILY
5414992;Digitalis grandiflora;SPECIES
7911165;Dileptida;ORDER
8098577;Dileptidae;FAMILY
7410447;Dileptus;GENUS
7905422;Dileptus alpinus;SPECIES
7646652;Dileptus americanus;SPECIES
8330662;Dileptus anguillula;SPECIES
7772826;Dileptus binucleatus;SPECIES
7907352;Dileptus conspicuus;SPECIES
7454701;Dileptus costaricanus;SPECIES
7512224;Dileptus edaphoni;SPECIES
7604006;Dileptus falciformis;SPECIES
7880928;Dileptus gracilis;SPECIES
7531521;Dileptus kahli;SPECIES
7689024;Dileptus margaritifer;SPECIES
7957501;Dileptus microstoma;SPECIES
8296186;Dileptus mucronatus;SPECIES
7529454;Dileptus orientalis;SPECIES
8325902;Dileptus polyvacuolatus;SPECIES
8111463;Dileptus similis;SPECIES
7614589;Dileptus tenuis;SPECIES
7806743;Dileptus terrenus;SPECIES
7410447C1;Dileptus visscheri;SPECIES
8028830;Dimacrocaryon amphileptoides;SPECIES
2915;Dinobryaceae;FAMILY
3194946;Dinobryon;GENUS
9049014;Dinophyceae;CLASS
3030169;Diospyros;GENUS
2518442;Dioszegia;GENUS
5237438;Dioszegia crocea;SPECIES
974;Diplogasterida;ORDER
5188658;Diplogasteroides;GENUS
5889471;Diplogasteroides magnus;SPECIES
6483;Diplogasteroididae;FAMILY
361;Diplopoda;CLASS
240;Diplura;ORDER
4137;Dipodascaceae;FAMILY
811;Diptera;ORDER
2282615;Discolaimus;GENUS
2282616;Discolaimus cf. major HHBM-2007a;SPECIES
9732619;Discosea;CLASS
2559287;Dissophora;GENUS
2559290;Dissophora decumbens;SPECIES
3101184;Dittrichia viscosa;SPECIES
2283952;Ditylenchus;GENUS
2283953;Ditylenchus dipsaci;SPECIES
2560208;Diversispora;GENUS
9697977;Diversispora varaderana;SPECIES
7623;Diversisporaceae;FAMILY
533;Diversisporales;ORDER
3222287;Dokdonella;GENUS
8138815;Dokdonella ginsengisoli;SPECIES
8436786;Dolichos lablab;SPECIES
7642033;Dongia;GENUS
446C1;Dorylaimia;ORDER
446;Dorylaimida;ORDER
2592;Dorylaimidae;FAMILY
183;Dothideomycetes;CLASS
8360166;Drepanomonas dentata;SPECIES
8279721;Drepanomonas exigua;SPECIES
7470246;Drepanomonas muscicola;SPECIES
8373930;Drepanomonas pauciciliata;SPECIES
7542108;Drepanomonas revoluta;SPECIES
7973731;Drepanomonas sphagni;SPECIES
4889932;Dryas octopetala;SPECIES
3219861;Duganella;GENUS
3228894;Dyadobacter;GENUS
3222364;Dyella;GENUS
3850472;Dysoxylum decandrum;SPECIES
9781670;Echinamoeba;GENUS
103079544;Echinamoeba exundans;SPECIES
4905099;Echinamoebida;ORDER
4905099C1;Echinamoebidae;FAMILY
4898;Ectothiorhodospiraceae;FAMILY
4405791;Ecumenicus;GENUS
4887124;Edaphobacter;GENUS
8886828;Edaphobacter dinghuensis;SPECIES
2731882;Elaeis guineensis;SPECIES
7825;Elateridae;FAMILY
2759871;Elettaria cardamomum;SPECIES
3C1;Elusimicrobia;PHYLUM
6533857;Elusimicrobiaceae;FAMILY
7675718;Elusimicrobiales;ORDER
6533858;Elusimicrobium;GENUS
2706649;Elytrigia repens;SPECIES
3228870;Emticicia;GENUS
8366186;Enchelydium piliforme;SPECIES
8329652;Enchelydium polynucleatum;SPECIES
8155005;Enchelydium terrenum;SPECIES
7472712;Enchelyodon;GENUS
7532482;Enchelyodon californicus;SPECIES
7538952;Enchelyodon lagenula;SPECIES
7488033;Enchelyodon longinucleatus;SPECIES
7467059;Enchelyodon nodosus;SPECIES
8085759;Enchelyodon terrenus;SPECIES
7577149;Enchelyodon tratzi;SPECIES
8087936;Enchelyomorpha vermicularis;SPECIES
8021104;Enchelyotricha binucleata;SPECIES
7511333;Enchelys multinucleata;SPECIES
7821133;Enchelys terricola;SPECIES
7498425;Enchelys vermiformis;SPECIES
3565;Enchytraeidae;FAMILY
2308266;Enchytraeus;GENUS
2308269;Enchytraeus albidus;SPECIES
2308272;Enchytraeus buchholzi;SPECIES
4409817;Enchytraeus bulbosus;SPECIES
4307714;Enchytraeus christenseni;SPECIES
2308267;Enchytraeus lacteus;SPECIES
4409812;Enchytraeus norvegicus;SPECIES
2308266C1;Enchytraeus sp;SPECIES
2308260;Enchytronia;GENUS
2308261;Enchytronia parva;SPECIES
104185528;Endeostigmata;ORDER
7569;Endochytriaceae;FAMILY
2627185;Endochytrium;GENUS
4088;Endogonaceae;FAMILY
751;Endogonales;ORDER
2559270;Endogone;GENUS
2559441;Endogone lactiflua;SPECIES
4920651;Endomyxa;GENUS
7582540;Engelmanniella mobilis;SPECIES
976;Enoplida;ORDER
4920984;Enteridiidae;FAMILY
1395;Enterobacterales;ORDER
4899;Enterobacteriaceae;FAMILY
2961150;Enterolobium cyclocarpum;SPECIES
2120412;Entomobrya;GENUS
2120754;Entomobrya multifasciata;SPECIES
7216;Entomobryidae;FAMILY
9126515;Entomobryoides;GENUS
104290441;Entomobryomorpha;ORDER
4090;Entomophthoraceae;FAMILY
859;Entomophthorales;ORDER
9693863;Entomophthoromycetes;CLASS
2513048;Entyloma;GENUS
2513576;Entyloma ficariae;SPECIES
3267;Entylomataceae;FAMILY
1135;Entylomatales;ORDER
4912196;Eocercomonas;GENUS
6976;Eosentomidae;FAMILY
2119156;Eosentomon;GENUS
1407107;Ephemera;GENUS
4298;Ephemeridae;FAMILY
1225;Ephemeroptera;ORDER
9758167;Epibryaceae;FAMILY
2625192;Epibryon;GENUS
3195017;Epipyxis;GENUS
3195018;Epipyxis pulchra;SPECIES
8387843;Epispathidium;GENUS
8233239;Epispathidium amphoriforme;SPECIES
7900557;Epispathidium ascendens;SPECIES
8173937;Epispathidium papilliferum;SPECIES
7633577;Epispathidium regium;SPECIES
8423927;Epispathidium terricola;SPECIES
8141990;Epistylidae;FAMILY
9815647;Epistylis;GENUS
7549311;Epistylis alpestris;SPECIES
2555502;Epulorhiza;GENUS
246;Equisetopsida;CLASS
2505;Ericaceae;FAMILY
1353;Ericales;ORDER
8330241;Erniella filiformis;SPECIES
8379;Erysiphaceae;FAMILY
1277;Erysiphales;ORDER
3221318;Erythrobacter;GENUS
4901672;Erythrobacteraceae;FAMILY
7446194;Erythrobasidiaceae;FAMILY
527;Erythrobasidiales;ORDER
2555984;Erythrobasidium;GENUS
2555987;Erythrobasidium hasegawianum;SPECIES
7458170;Eschaneustyla brachytona;SPECIES
7C1;Euamoebida;PHYLUM
2283772;Eucephalobus;GENUS
2283775;Eucephalobus striatus;SPECIES
8362112;Eucoccidiorida;ORDER
4410245;Eudrilus eugeniae;SPECIES
9473002;Euduboscquella;GENUS
41;Euglenozoa;PHYLUM
3212288;Euglypha;GENUS
5730694;Euglypha rotunda;SPECIES
5730696;Euglypha tuberculata;SPECIES
9797892;Euglyphida;ORDER
6584;Euglyphidae;FAMILY
8856420;Eugregarinorida;ORDER
4348568;Eumonhystera;GENUS
3169120;Euonymus alatus;SPECIES
3070106;Euphorbia cyparissias;SPECIES
3066465;Euphorbia pulcherrima;SPECIES
4691;Euphorbiaceae;FAMILY
8410027;Euplotes;GENUS
7866880;Euplotes balteatus;SPECIES
7459106;Euplotes corsica;SPECIES
7744469;Euplotes finki;SPECIES
9808526;Euplotes labiatus;SPECIES
7529940;Euplotes muscicola;SPECIES
8410027C1;Euplotes qatarensis;SPECIES
7542921;Euplotes terricola;SPECIES
8374779;Euplotes trisulcatus;SPECIES
8290279;Euplotida;ORDER
7575660;Euplotidae;FAMILY
1040;Eurotiales;ORDER
178;Eurotiomycetes;CLASS
24;Euryarchaeota;PHYLUM
1948;Eustigmataceae;FAMILY
8408718;Eustigmatales;ORDER
286;Eustigmatophyceae;CLASS
524;Exobasidiales;ORDER
151;Exobasidiomycetes;CLASS
5386;Fabaceae;FAMILY
1370;Fabales;ORDER
4303377;Fabidae;FAMILY
1354;Fagales;ORDER
2889418;Fallopia;GENUS
6391433;Fallopia multiflora;SPECIES
3220318;Ferribacterium;GENUS
8011754;Ferrimicrobium;GENUS
7506466;Ferrithrix;GENUS
7592743;Ferruginibacter;GENUS
8867112;Ferruginibacter paludis;SPECIES
3034682;Ferula;GENUS
2704913C1;Festuca arundinacea;SPECIES
2704913C2;Festuca elatior;SPECIES
2704913C3;Festuca myuros;SPECIES
4119612;Festuca nigrescens;SPECIES
5917830;Fibrella;GENUS
3228262;Fibrobacter;GENUS
4703;Fibrobacteraceae;FAMILY
1210;Fibrobacterales;ORDER
29;Fibrobacteres;PHYLUM
7877138;Fibrobacteria;CLASS
9330695;Ficus carica;SPECIES
4893831;Filamoeba;GENUS
7581;Filobasidiaceae;FAMILY
1124;Filobasidiales;ORDER
2518210;Filobasidium;GENUS
9659532;Filobasidium stepposum;SPECIES
8324895;Fimicolochytrium;GENUS
87;Firmicutes;PHYLUM
7913878;Fistulifera;GENUS
7C2;flagellata;PHYLUM
4893097;Flavisolibacter;GENUS
7703764;Flavisolibacter rigui;SPECIES
8099;Flavobacteriaceae;FAMILY
569;Flavobacteriales;ORDER
8019474;Flavobacteriia;CLASS
3221328;Flavobacterium;GENUS
3228598;Flavobacterium hydatis;SPECIES
3228773;Flexibacter;GENUS
3228481;Fluviicola;GENUS
3034921;Foeniculum;GENUS
2120344;Folsomia;GENUS
2120383;Folsomia candida;SPECIES
2120372;Folsomia quadrioculata;SPECIES
7619;Fomitopsidaceae;FAMILY
9682568;Fonsecazyma;GENUS
9713592;Fonsecazyma mujuensis;SPECIES
1419844;Forficula;GENUS
1419845;Forficula auricularia;SPECIES
7861;Forficulidae;FAMILY
4342;Formicidae;FAMILY
3029779;Fragaria;GENUS
3029912;Fragaria ananassa;SPECIES
3225653;Frankia;GENUS
8079;Frankiaceae;FAMILY
104297582;Frankiales;ORDER
3172358;Fraxinus excelsior;SPECIES
2747044;Freesia;GENUS
2308358;Fridericia;GENUS
4812533;Fridericia bisetosa;SPECIES
7369804;Fridericia christeri;SPECIES
8142015;Fridericia connata;SPECIES
4812535;Fridericia galba;SPECIES
7630327;Fridericia isseli;SPECIES
7618454;Fridericia magna;SPECIES
2308365;Fridericia paroniana;SPECIES
2308359;Fridericia ratzeli;SPECIES
7441738;Fridericia sohlenii;SPECIES
2308358C1;Fridericia sp;SPECIES
9053167;Fridericia sylvatica;SPECIES
8876572;Fridericia tuberosa;SPECIES
2122052;Friesea;GENUS
8891999;Friesea grisea;SPECIES
3225337;Frigoribacterium;GENUS
8166778;Frontonia depressa;SPECIES
8290778;Frontonia solea;SPECIES
8302110;Frontonia terricola;SPECIES
2282796;Funaria;GENUS
5281229;Funaria hygrometrica;SPECIES
4645;Funariaceae;FAMILY
1338;Funariales;ORDER
5;Fungi;KINGDOM
7815635;Funneliformis;GENUS
7578300;Funneliformis mosseae;SPECIES
8423614;Furgasonia trichocystis;SPECIES
7989755;Fuscheria;GENUS
8391563;Fuscheria lacustris;SPECIES
7513833;Fuscheria nodosa;SPECIES
8188416;Fuscheria terricola;SPECIES
88;Fusobacteria;PHYLUM
7806;Fusobacteriaceae;FAMILY
1214;Fusobacteriales;ORDER
7921896;Fusobacteriia;CLASS
3225870;Fusobacterium;GENUS
2569283;Gaeumannomyces;GENUS
3456761;Gaeumannomyces avenae;SPECIES
3456755;Gaeumannomyces graminis;SPECIES
7650175;Gaiella;GENUS
8370031;Gaiella occulta;SPECIES
7848836;Gaiellaceae;FAMILY
8162388;Gaiellales;ORDER
3132570;Galinsoga parviflora;SPECIES
9039392;Galium mollugo;SPECIES
2913321;Galium physocarpum;SPECIES
2913556;Galium uliginosum;SPECIES
7429;Galumnidae;FAMILY
3252752;Gamasidae;FAMILY
362;Gammaproteobacteria;CLASS
7431306;Gastronauta derouxi;SPECIES
8254475;Gastronauta membranaceus;SPECIES
7949381;Gastrostyla dorsicirrata;SPECIES
8071411;Gastrostyla minima;SPECIES
7436272;Gastrostyla muscorum;SPECIES
8259839;Gastrostyla steinii;SPECIES
4199;Geastraceae;FAMILY
1064;Geastrales;ORDER
2525056;Geastrum;GENUS
2554333;Geastrum saccatum;SPECIES
3228998;Gemmata;GENUS
3228999;Gemmata obscuriglobus;SPECIES
128046591;Gemmataceae;FAMILY
4721;Gemmatimonadaceae;FAMILY
1216;Gemmatimonadales;ORDER
102704754;Gemmatimonadetes;PHYLUM
3228301;Gemmatimonas;GENUS
3232782;Genea;GENUS
5499811;Genea fragrans;SPECIES
412;Gentianales;ORDER
4888232;Geoalkalibacter;GENUS
3220513;Geobacter;GENUS
7566235;Geobacter anodireducens;SPECIES
4874;Geobacteraceae;FAMILY
3833;Geodermatophilaceae;FAMILY
119722321;Geodermatophilales;ORDER
3224724;Geodermatophilus;GENUS
4080;Geophilidae;FAMILY
7501881;Georgfuchsia;GENUS
8002263;Georgfuchsia toluolica;SPECIES
3220511;Geothermobacter;GENUS
3229014;Geothrix;GENUS
4676;Geraniaceae;FAMILY
624;Geraniales;ORDER
7466389;Gerbera;GENUS
8409932;Gerbera jamesonii;SPECIES
7622;Gigasporaceae;FAMILY
7436182;Glaucoma gigantea;SPECIES
1032756;Gliricola;GENUS
9774063;Glissomonadida;ORDER
3300;Glomeraceae;FAMILY
1148;Glomerales;ORDER
9705517;Glomerellales;ORDER
156;Glomeromycetes;CLASS
2559545;Glomus;GENUS
5251089;Glomus invermaium;SPECIES
5359660;Glycine max;SPECIES
8467;Gomphaceae;FAMILY
1303;Gomphales;ORDER
2558209;Gongronella;GENUS
2558212;Gongronella butleri;SPECIES
8289527;Gonostomum;GENUS
8367055;Gonostomum affine;SPECIES
7846057;Gonostomum kuehnelti;SPECIES
8165311;Gonostomum namibiense;SPECIES
8118053;Gonostomum strenua;SPECIES
8212596;Gonostomum strenuum;SPECIES
3152652;Gossypium;GENUS
9760148;Granofilosea;CLASS
8148666;Granulicella;GENUS
7862147;Granulicella paludicola;SPECIES
2041610;Graphocephala;GENUS
2041614;Graphocephala atropunctata;SPECIES
103470042;Gregarinasina;CLASS
7614723;Grossglockneria acuta;SPECIES
8408153;Grossglockneria hyalina;SPECIES
8082344;Grossglockneriida;ORDER
7425914;Grossglockneriidae;FAMILY
3235514;Gruberellidae;FAMILY
5925;Gryllidae;FAMILY
1404683;Gryllus;GENUS
2512858;Guepiniopsis;GENUS
2512861;Guepiniopsis buccina;SPECIES
3085251;Gypsophila;GENUS
2785;Gyropidae;FAMILY
3220527;Haliangium;GENUS
4901805;Haliea;GENUS
2899;Halieaceae;FAMILY
3228793;Haliscomenobacter;GENUS
3760350;Halocnemum strobilaceum;SPECIES
3203940;Halophytophthora;GENUS
8424;Halosphaeriaceae;FAMILY
7620672;Halteria grandin;GENUS
7879118;Halteriidae;FAMILY
7784583;Halterioforma caudata;SPECIES
2558226;Halteromyces;GENUS
2558227;Halteromyces radiatus;SPECIES
7600333;Hantzschia;GENUS
5265849;Hantzschia amphioxys;SPECIES
7350316;Haplocaulus terrenus;SPECIES
3232972;Haplophyllum;GENUS
7569076;Haptorida;ORDER
2171;Hartmannellidae;FAMILY
7553903;Hastatella radians;SPECIES
8078110;Hausmanniella discoidea;SPECIES
7737031;Hausmanniella patella;SPECIES
8253072;Hausmanniella quinquecirrata;SPECIES
8230719;Hausmanniellidae;FAMILY
8351737;Hedera helix;SPECIES
3119134;Helianthus;GENUS
9206251;Helianthus annuus;SPECIES
2284094;Helicotylenchus;GENUS
4556520;Helicotylenchus varicaudatus;SPECIES
9697020;Heliozoa;PHYLUM
3631293;Helosciadium nodiflorum;SPECIES
8381;Helotiaceae;FAMILY
1052;Helotiales;ORDER
8074582;Hemiamphisiella;GENUS
8256548;Hemiamphisiella granulifera;SPECIES
8227189;Hemiamphisiella quadrinucleata;SPECIES
7477764;Hemiamphisiella terricola;SPECIES
7981508;Hemiamphisiella wilberti;SPECIES
809;Hemiptera;ORDER
8311170;Hemisincirra gellerti;SPECIES
7479147;Hemisincirra gracilis;SPECIES
7355433;Hemisincirra inquieta;SPECIES
7399328;Hemisincirra kahli;SPECIES
7611475;Hemisincirra muelleri;SPECIES
8274582;Hemisincirra pori;SPECIES
7403734;Hemisincirra similis;SPECIES
7515415;Hemisincirra wenzeli;SPECIES
2308378;Henlea;GENUS
2308382;Henlea perpusilla;SPECIES
2308378C1;Henlea sp;SPECIES
7873;Heptageniidae;FAMILY
8181004;Heracleum austriacum;SPECIES
3034830;Heracleum sphondylium;SPECIES
3219864;Herbaspirillum;GENUS
3219877;Herminiimonas;GENUS
9180955;Herpetomonas;GENUS
4825;Herpotrichiellaceae;FAMILY
7326001;Hesperelaea;GENUS
3683164;Hesperelaea palmeri;SPECIES
3200939;Heterococcus;GENUS
3200939C1;Heterococcus caespitosus;SPECIES
2283969;Heterodera;GENUS
6466;Heteroderidae;FAMILY
265;Heterolobosea;CLASS
4896482;Heteromita;GENUS
4900802;Heteromitidae;FAMILY
4592;Heteropediaceae;FAMILY
3236275;Heterophryidae;FAMILY
8255906;Heterophrys;GENUS
8235041;Heterotrichea;CLASS
8169551;Heterotrichida;ORDER
3194398;Hibberdia;GENUS
3194398C1;Hibberdia magna;SPECIES
4545;Hibberdiaceae;FAMILY
597;Hibberdiales;ORDER
2181975;Histiostoma;GENUS
2181976;Histiostoma feroniarum;SPECIES
2843;Histiostomatidae;FAMILY
2538958;Hodophilus;GENUS
9744773;Hodophilus hymenocephalus;SPECIES
3295416;Hoehnelomycetaceae;FAMILY
2706162;Holcus;GENUS
3229012;Holophaga;GENUS
8177626;Holophagaceae;FAMILY
7547422;Holophagae;CLASS
7359693;Holophagales;ORDER
7933468;Holosticha adami;SPECIES
8287515;Holosticha australis;SPECIES
7770058;Holosticha bergeri;SPECIES
7876308;Holosticha distyla;SPECIES
8028953;Holosticha islandica;SPECIES
7406837;Holosticha manca;SPECIES
7918817;Holosticha monilata;SPECIES
7879294;Holosticha multistilata;SPECIES
7832910;Holosticha muscicola;SPECIES
7434181;Holosticha muscorum;SPECIES
7979862;Holosticha sigmoidea;SPECIES
7858582;Holosticha stueberi;SPECIES
7861564;Holosticha sylvatica;SPECIES
7787475;Holosticha tetracirrata;SPECIES
7423747;Holostichidae;FAMILY
7922505;Holostichides chardezi;SPECIES
7997569;Holostichides terricola;SPECIES
7578575;Holostichides wilberti;SPECIES
7995580;Holwaya;GENUS
3481158;Holwaya mucida;SPECIES
8036831;Homalogastra;GENUS
8294946;Homalogastra setosa;SPECIES
6465;Hoplolaimidae;FAMILY
2706050;Hordeum;GENUS
2706052;Hordeum jubatum;SPECIES
2706056;Hordeum vulgare;SPECIES
4890869;Humibacter;GENUS
2984535;Humulus lupulus;SPECIES
2586813;Hyalorbilia;GENUS
8382;Hyaloscyphaceae;FAMILY
3276;Hydnodontaceae;FAMILY
3222362;Hydrocarboniphaga;GENUS
3220160;Hydrogenophaga;GENUS
8928;Hydrogenophilaceae;FAMILY
1379;Hydrogenophilales;ORDER
2387;Hydrophyllaceae;FAMILY
2523318;Hygrocybe;GENUS
8369786;Hygrocybe reidii;SPECIES
4176;Hygrophoraceae;FAMILY
2525706;Hygrophorus;GENUS
2538727;Hygrophorus agathosmus;SPECIES
126025837;Hymenobacteraceae;FAMILY
8468;Hymenochaetaceae;FAMILY
1304;Hymenochaetales;ORDER
9606178;Hymenochaetopsis;GENUS
9758565;Hymenochaetopsis olivacea;SPECIES
1457;Hymenoptera;ORDER
2513008;Hymenoscyphus;GENUS
2582306;Hymenoscyphus repandus;SPECIES
7984607;Hymenostomatida;ORDER
2928979;Hyoscyamus albus;SPECIES
8282;Hyphochytriaceae;FAMILY
105135905;Hyphochytriomycetes;CLASS
3202686;Hyphochytrium;GENUS
3202687;Hyphochytrium catenoides;SPECIES
2584898;Hyphodiscus;GENUS
2584918;Hyphodiscus hymeniophilus;SPECIES
2518740;Hyphodontia;GENUS
2518830;Hyphodontia rimosissima;SPECIES
7815;Hyphomicrobiaceae;FAMILY
3220906;Hyphomicrobium;GENUS
617;Hypnales;ORDER
1290;Hypocreales;ORDER
7215;Hypogastruridae;FAMILY
6108754;Iamia;GENUS
6108753;Iamiaceae;FAMILY
105098238;Ichthyophonida;ORDER
8262092;Ichthyosporea;CLASS
7653024;Idiocolpoda pelobia;SPECIES
7421138;Ignavibacteria;ORDER
7922346;Ignavibacteriaceae;FAMILY
7421138C1;Ignavibacteriae;CLASS
8087382;Ignavibacteriales;ORDER
7578709;Ignavibacterium;GENUS
5414239;Ilex crenata;SPECIES
8163778;Ilsiella palustris;SPECIES
7847506;Ilsiella venusta;SPECIES
5905178;Ilumatobacter;GENUS
9789391;Imbricatea;CLASS
2891766;Impatiens;GENUS
216;Insecta;CLASS
3834;Intrasporangiaceae;FAMILY
2595139;Iodophanus;GENUS
2595140;Iodophanus carneus;SPECIES
2928551;Ipomoea batatas;SPECIES
2928538;Ipomoea hederacea;SPECIES
4555623;Isolaimida;FAMILY
2609;Isolaimiidae;FAMILY
9619850;Isolaimium;GENUS
4349368;Isolaimium multistriatum;SPECIES
3228987;Isosphaera;GENUS
126037304;Isosphaeraceae;FAMILY
2120091;Isotoma;GENUS
5166886;Isotoma viridis;SPECIES
7214;Isotomidae;FAMILY
2120341;Isotomiella;GENUS
2120343;Isotomiella minor;SPECIES
2518115;Itersonilia;GENUS
9690045;Itersonilia pannonica;SPECIES
2518117;Itersonilia perplexans;SPECIES
7687;Ixioliriaceae;FAMILY
2781171;Ixiolirion;GENUS
2781176;Ixiolirion tataricum;SPECIES
2639987;Jaagiella;GENUS
2639987C1;Jaagiella alpicola;SPECIES
3225840;Janibacter;GENUS
3219885;Janthinobacterium;GENUS
7727825;Jaroschia sumptuosa;SPECIES
3072953;Jatropha curcas;SPECIES
2499;Juglandaceae;FAMILY
1019;Julida;ORDER
4012;Julidae;FAMILY
5353;Juncaceae;FAMILY
2701072;Juncus;GENUS
3109185;Jurinea;GENUS
8167665;Kahliella acrobates;SPECIES
7802550;Kahliella simplex;SPECIES
7944009;Kahlilembus attenuatus;SPECIES
7642388;Kalometopia duplicata;SPECIES
3222057;Kangiella;GENUS
128048847;Kangiellaceae;FAMILY
2983;Katiannidae;FAMILY
7948573;Keronella gracilis;SPECIES
