verbatimScientificName;scientificName;retainedName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Nannochloris sp. JL 4-6;Nannochloris;Nannochloris;8066157;HIGHERRANK;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Coccomyxaceae;Nannochloris;
Ochromonas sp. CCMP2761;Ochromonas Vysotskii;Ochromonas;9762970;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Ochromonas;
Sphingomonas sp. THG-DN7.10;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
uncultured Sphingomonas sp.;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Lysobacter sp. MS6Y-8-7;Lysobacter Christensen & Cook, 1978;Lysobacter;3222300;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Lysobacter sp. RHLT3-4;Lysobacter Christensen & Cook, 1978;Lysobacter;3222300;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Lysobacter sp. YS-37;Lysobacter Christensen & Cook, 1978;Lysobacter;3222300;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Paraphysomonas sp. 22 JMS-2012;Paraphysomonas De Saedeleer, 1930;Paraphysomonas;3195227;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Paraphysomonadaceae;Paraphysomonas;
uncultured Lysobacter sp.;Lysobacter Christensen & Cook, 1978;Lysobacter;3222300;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;
Actinoplanes sp. IR51-RC111;Actinoplanes Couch;Actinoplanes;3224204;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;
Heterophrys sp. Oxford1;Heterophrys;Heterophrys;8255906;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Bigyra;Labyrinthulea;Piroplasmida;Heterophyridae;Heterophrys;
Lamproderma sp. SAPA:100012;Lamproderma Rostaf.;Lamproderma;3212657;HIGHERRANK;92;ACCEPTED;GENUS;Protozoa;Mycetozoa;Myxomycetes;Stemonitales;Stemonitidaceae;Lamproderma;
uncultured Actinoplanes sp.;Actinoplanes Couch;Actinoplanes;3224204;EDITED;;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;
Nocardioides sp.;Nocardioides Prauser;Nocardioides;3224302;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
Nocardioides sp. MSL 24;Nocardioides Prauser;Nocardioides;3224302;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
Nocardioides sp. RW28;Nocardioides Prauser;Nocardioides;3224302;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
Nocardioides sp. SSRB28-7;Nocardioides Prauser;Nocardioides;3224302;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
uncultured Nocardioides sp.;Nocardioides Prauser;Nocardioides;3224302;EDITED;;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;
Aeromicrobium sp. HJX17;Aeromicrobium Miller & al., 1991;Aeromicrobium;3224336;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;
Aeromicrobium sp. RODSPM17;Aeromicrobium Miller & al., 1991;Aeromicrobium;3224336;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;
Rhogostoma sp. CCAP 1966/4;Rhogostoma Belar, 1921;Rhogostoma;4900166;HIGHERRANK;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;Rhogostoma;
Pseudovorticella sp. 5 PS-2016;Pseudovorticella Foissner & Schiffmann, 1974;Pseudovorticella;7396624;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae;Pseudovorticella;
Vorticella sp. PPS-2011b;Vorticella Linnaeus, 1767;Vorticella;7351754;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae;Vorticella;
Pseudouroleptus sp. ALT-2014;Pseudouroleptus Hemberger, 1985;Pseudouroleptus;7365025;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Pseudouroleptus;
Caudiholosticha sp. Zlv-2015;Caudiholosticha Berger, 2003;Caudiholosticha;8380316;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;
Fuscheria sp. VBOEF-2011;Fuscheria Foissner, 1983;Fuscheria;7989755;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;
Dileptus sp.;Dileptus;Dileptus;7410447;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;
Epispathidium sp. RV-2015;Epispathidium Foissner, 1984;Epispathidium;8387843;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;
Amphileptus sp. ZY-2014b;Amphileptus Ehrenberg, 1830;Amphileptus;7834375;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Amphileptidae;Amphileptus;
Blaberolaelaps sp. APGD-2010;Blaberolaelaps Costa, 1980;Blaberolaelaps;4663886;HIGHERRANK;92;DOUBTFUL;GENUS;Animalia;Arthropoda;Arachnida;Mesostigmata;Laelapidae;Blaberolaelaps;
Veigaia sp. 2 APGD-2010;Veigaia Oudemans, 1905;Veigaia;4406135;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Arachnida;Mesostigmata;Veigaiidae;Veigaia;
Aporcelaimellus sp. 2010_050;Aporcelaimellus Heyns, 1965;Aporcelaimellus;2282747;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Aporcelaimidae;Aporcelaimellus;
Chthonius sp. 2 JM-2008;Chthonius Koch, 1843;Chthonius;2124312;HIGHERRANK;92;ACCEPTED;GENUS;Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Chthoniidae;Chthonius;
Lepidocyrtus sp. 1 FZ-2013;Lepidocyrtus Bourlet, 1839;Lepidocyrtus;2120880;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Entomobryidae;Lepidocyrtus;
Ceratophysella sp. FZ-2014;Ceratophysella Börner, 1932;Ceratophysella;2121254;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Hypogastruridae;Ceratophysella;
Blastococcus sp. URHB0062;Blastococcus Ahrens & Moll, 1970;Blastococcus;3224726;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;
Blastococcus sp. URHD0003;Blastococcus Ahrens & Moll, 1970;Blastococcus;3224726;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;
Fluviicola sp. YS 1.2.4;Fluviicola O'Sullivan & al., 2005;Fluviicola;3228481;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
Entomobrya sp. 9644 FZ-2013;Entomobrya Rondani, 1861;Entomobrya;2120412;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Entomobryidae;Entomobrya;
Tetracanthella sp. YB-2012;Tetracanthella Schött, 1891;Tetracanthella;2119703;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Tetracanthella;
Vertagopus sp. YB-2012;Vertagopus Börner, 1906;Vertagopus;7737552;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Vertagopus;
uncultured Fluviicola sp.;Fluviicola O'Sullivan & al., 2005;Fluviicola;3228481;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
Pedobacter sp. FGR-05;Pedobacter Steyn & al., 1998;Pedobacter;3228812;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
Liochthonius sp. AD1300;Liochthonius Hammen, 1959;Liochthonius;2188311;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Arachnida;Sarcoptiformes;Brachychthoniidae;Liochthonius;
uncultured Pedobacter sp.;Pedobacter Steyn & al., 1998;Pedobacter;3228812;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;
Chitinophaga sp. BN130233;Chitinophaga Sangkhobol & Skerman, 1981;Chitinophaga;3228826;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;
Porpoloma sp. 2 MSG-2014;Porpoloma Singer;Porpoloma;2531688;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Porpoloma;
Endochytrium sp. JEL 324;Endochytrium Sparrow;Endochytrium;2627185;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Endochytriaceae;Endochytrium;
uncultured Chitinophaga sp.;Chitinophaga Sangkhobol & Skerman, 1981;Chitinophaga;3228826;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;
Terrimonas sp. URHE0054;Terrimonas Xie & Yokota, 2006;Terrimonas;3228837;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;
Pyrenochaeta sp. GMG_PPb7;Pyrenochaeta;Pyrenochaeta;2588233;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;
Sclerostagonospora sp. CBS 118142;Sclerostagonospora;Sclerostagonospora;9375673;HIGHERRANK;92;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Sclerostagonospora;
uncultured Terrimonas sp.;Terrimonas Xie & Yokota, 2006;Terrimonas;3228837;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;
Pirellula sp.;Pirellula Schlesner & Hirsch, 1987;Pirellula;3228980;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;
Hyalorbilia sp. HOB-2016a;Hyalorbilia Baral & G.Marson;Hyalorbilia;2586813;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Hyalorbilia;
Orbilia sp. HOB-2016am;Orbilia Fr.;Orbilia;2513009;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;
Yarrowia sp. 25L;Yarrowia J.P.van der Walt & J.A.von Arx, 1981;Yarrowia;2599451;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;
Mortierella sp. MS-6;Mortierella Coem.;Mortierella;2558228;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Zygomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;
Melolonthinae;Melolonthidae;Melolonthidae;5593;EDITED;78;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Melolonthidae;;
uncultured Candidatus Nitrosopumilus sp.;Nitrosopumilus Konneke, Bernhard, de la Torre, Walker, Waterbury & Stahl, 2006;Nitrosopumilus;6453387;EDITED;;ACCEPTED;GENUS;Archaea;Thaumarchaeota;??;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;
Nitrososphaeraceae;;Nitrososphaeraceae;;EDITED;;;FAMILY;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
uncultured Nitrososphaera sp.;Nitrososphaera Stieglmeier & al., 2014;Nitrososphaera;8079935;EDITED;;ACCEPTED;GENUS;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;
uncultured Acidimicrobium sp.;Acidimicrobium Clark & Norris, 1996;Acidimicrobium;3225859;EDITED;;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium;
