esp;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Sorangium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sorghum;208;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Spathidium;167;36;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sphaerobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphaerobolus;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphaeroeca;51;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sphenoderia;87;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sphingobacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphingobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphingomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphingorhabdus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sphingosinicella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Spirochaeta;314;67;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Spizellomyces;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sporichthya;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sporobolomyces;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Spumella;31;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Staphylococcus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stellaria;206;39;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Stenotrophomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stephensia;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stereum;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Steroidobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sterolibacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stigmalychus;130;14;10;7;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Stigmatella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Stilbocrea;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Streptacidiphilus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Streptomyces;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Streptosporangium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Syncephalis;305;62;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Synchytrium;252;46;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Syntrophobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Syntrophus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Tachyporus;104;9;6;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tachysoma;52;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Talaromyces;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Taraxacum;215;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Taxus;228;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tectocepheus;153;28;16;10;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tepidisphaera;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Teratocephalus;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Terracidiphilus;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Terriglobus;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Terrimonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Tetracanthella;118;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tetrahymena;53;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tetranychus;132;16;11;7;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tetrodontophora;125;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Thaumatomastix;88;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Thaumatomonas;89;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Thecotheus;300;59;32;22;15;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thermaerobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thermoanaerobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thermoflavimicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thermoleophilum;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thermomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thiobacillus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thiohalospira;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Thiorhodospira;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Tipula;156;30;17;11;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trechispora;163;34;21;15;10;8;5;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trechus;145;23;14;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tribonema;201;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trichocerca;54;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trifolium;211;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trinema;90;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tripyla;24;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Trypanosoma;243;41;26;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tubeufia;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Tullbergia;126;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Turneriella;314;67;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Tylencholaimus;99;8;5;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tylenchus;295;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Tyrophagus;106;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Undibacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Uropoda;127;11;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Urostyla;168;37;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vampyrella;168;37;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Variibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Variovorax;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Vaucheria;202;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Veigaia;137;19;13;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vermamoeba;91;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Veronica;238;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Verrucomicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Vertagopus;119;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vexillifera;55;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vigna;212;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vorticella;56;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vorticellides;57;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Vulgatibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Waitea;266;53;28;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Willowsia;120;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Woodsholea;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Woronina;258;49;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Xanthomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Xanthonema;203;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Xiphinema;296;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Yarrowia;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Zavarzinella;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Zea;209;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Zoothamnium;58;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
counts;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
